vardas		pavarde		nd1	nd2	nd3	nd4	nd5	nd6	nd7	nd8	nd9	nd10	nd11	nd12	nd13	nd14	nd15	nd16	nd17	nd18	nd19	nd20	egzaminas	galutinis balas
vardas4970		pavarde4970		1	2	1	6	10	9	8	2	4	4	7	3	1	1	5	1	3	1	9	6	8		6.48
vardas4971		pavarde4971		10	4	2	5	6	8	3	9	4	5	5	9	6	2	4	8	2	8	6	1	1		2.74
vardas4972		pavarde4972		7	5	8	2	1	8	9	1	10	8	9	1	4	5	6	10	10	5	8	5	6		6.04
vardas4973		pavarde4973		4	6	9	6	8	6	1	7	1	9	4	9	8	8	1	3	9	10	8	2	5		5.38
vardas4974		pavarde4974		8	1	4	9	6	3	4	1	6	8	4	10	1	3	5	2	5	6	1	1	3		3.56
vardas4975		pavarde4975		5	9	9	7	7	7	1	1	9	7	7	1	7	7	8	1	9	2	4	1	9		7.58
vardas4976		pavarde4976		6	2	8	5	4	10	6	6	4	7	1	5	2	7	10	9	1	10	2	3	2		3.36
vardas4977		pavarde4977		2	2	3	9	5	3	1	7	1	9	1	10	8	4	8	6	4	6	1	2	8		6.64
vardas4978		pavarde4978		1	4	7	10	10	6	2	4	2	8	6	6	8	7	6	10	8	8	10	1	10		8.48
vardas4979		pavarde4979		9	10	8	6	6	7	6	10	3	5	9	3	8	3	1	5	6	10	3	1	9		7.78
vardas4980		pavarde4980		4	1	6	8	8	2	9	10	1	8	3	4	1	7	5	5	2	4	6	7	9		7.42
vardas4981		pavarde4981		8	3	1	7	7	3	4	4	1	4	10	4	3	1	5	10	1	7	7	4	1		2.48
vardas4982		pavarde4982		9	9	10	1	6	3	2	8	5	10	10	8	8	7	3	1	5	3	3	2	8		7.06
vardas4983		pavarde4983		10	8	6	2	1	2	8	2	4	8	2	9	4	10	7	4	5	5	1	4	4		4.44
vardas4984		pavarde4984		8	3	8	5	3	2	8	7	3	9	1	6	7	5	4	9	6	6	8	2	8		7
vardas4985		pavarde4985		5	4	1	1	5	9	6	10	6	1	9	4	2	5	9	6	2	6	3	2	8		6.72
vardas4986		pavarde4986		4	5	3	5	7	3	10	8	2	4	9	3	3	2	9	4	4	5	2	2	2		3.08
vardas4987		pavarde4987		8	8	5	6	2	6	6	8	1	5	9	2	3	3	10	5	6	7	1	2	6		5.66
vardas4988		pavarde4988		10	10	7	9	7	9	4	9	6	6	7	4	3	2	9	9	2	1	4	5	2		3.66
vardas4989		pavarde4989		8	9	2	3	2	5	1	9	8	10	9	7	10	4	9	5	5	4	2	3	2		3.5
vardas4990		pavarde4990		3	7	4	5	6	8	5	5	7	2	8	7	9	10	2	8	7	2	7	9	8		7.22
vardas4991		pavarde4991		9	3	9	8	1	7	3	4	4	4	6	4	6	2	8	5	6	4	2	9	3		3.88
vardas4992		pavarde4992		8	8	8	1	8	9	8	6	9	9	4	3	9	10	4	9	7	7	7	1	2		3.9
vardas4993		pavarde4993		9	1	9	3	1	2	4	7	9	2	10	3	8	3	2	1	5	3	2	9	1		2.46
vardas4994		pavarde4994		4	10	2	7	2	5	9	8	6	10	3	6	5	7	6	5	1	8	9	5	9		7.76
vardas4995		pavarde4995		9	6	4	6	7	2	9	8	2	4	4	2	1	5	1	6	7	1	8	5	1		2.54
vardas4996		pavarde4996		2	4	7	8	8	9	2	8	5	6	8	6	5	9	9	7	8	6	5	3	6		6.1
vardas4997		pavarde4997		4	10	2	8	4	4	5	6	8	9	2	8	8	5	9	2	5	1	2	8	4		4.6
vardas4998		pavarde4998		4	6	10	3	3	8	10	2	2	4	4	9	4	3	5	3	5	7	9	10	4		4.62
vardas4999		pavarde4999		4	2	2	4	4	3	4	4	4	1	5	4	4	6	10	10	2	9	7	10	3		3.78
vardas5000		pavarde5000		4	7	9	5	3	7	2	1	2	3	6	7	5	5	4	1	4	1	1	10	10		7.74
vardas5001		pavarde5001		5	1	4	4	5	9	4	9	3	9	5	3	2	1	9	3	6	4	9	10	3		3.9
vardas5002		pavarde5002		5	6	5	1	6	1	7	3	2	10	5	4	9	3	3	10	5	1	6	5	7		6.14
vardas5003		pavarde5003		8	10	9	3	2	4	5	3	4	7	7	7	4	3	6	3	1	7	5	3	3		3.82
vardas5004		pavarde5004		10	3	1	5	7	2	9	1	3	1	4	2	10	1	2	8	4	4	8	7	2		3.04
vardas5005		pavarde5005		1	4	7	3	9	1	8	3	6	8	3	2	8	7	4	1	10	5	1	7	3		3.76
vardas5006		pavarde5006		8	5	5	9	10	9	4	1	6	1	1	9	8	8	9	9	4	9	2	6	8		7.26
vardas5007		pavarde5007		9	8	4	5	10	1	6	6	2	3	10	1	1	7	10	7	9	9	9	5	8		7.24
vardas5008		pavarde5008		2	2	5	8	7	8	1	2	4	3	5	3	1	4	1	1	4	2	10	7	10		7.6
vardas5009		pavarde5009		4	3	5	4	8	3	6	2	3	3	7	5	4	4	7	3	8	2	9	7	6		5.54
vardas5010		pavarde5010		1	7	5	5	3	3	9	5	6	3	8	10	5	2	8	7	1	6	1	5	5		5
vardas5011		pavarde5011		8	5	8	1	3	10	10	3	8	8	1	10	10	8	3	8	9	6	9	8	4		5.12
vardas5012		pavarde5012		6	5	6	2	8	5	1	2	3	7	5	3	1	1	10	2	2	1	1	2	3		3.26
vardas5013		pavarde5013		2	3	6	10	3	2	3	1	10	3	4	10	5	2	7	10	9	4	1	4	2		3.18
vardas5014		pavarde5014		3	1	10	1	2	10	3	4	4	1	10	1	7	6	6	9	9	5	1	9	2		3.24
vardas5015		pavarde5015		1	2	5	2	7	2	2	3	7	7	4	5	6	9	8	10	3	3	5	7	6		5.56
vardas5016		pavarde5016		8	1	7	8	7	1	1	2	2	1	6	7	7	3	3	1	7	1	8	9	10		7.8
vardas5017		pavarde5017		5	5	3	7	1	1	8	6	5	7	3	6	7	8	10	10	10	4	9	1	5		5.32
vardas5018		pavarde5018		1	2	9	7	10	1	3	4	1	4	5	2	9	1	8	4	4	6	10	5	9		7.32
vardas5019		pavarde5019		8	2	3	1	3	5	10	10	9	2	10	9	1	10	1	7	7	3	7	9	7		6.54
vardas5020		pavarde5020		2	8	3	4	3	7	2	4	10	6	5	4	7	5	8	3	3	4	10	8	8		6.92
vardas5021		pavarde5021		4	3	3	6	6	7	4	2	2	6	9	7	2	6	2	2	7	5	6	10	4		4.38
vardas5022		pavarde5022		4	3	6	8	3	8	8	4	8	9	8	2	7	10	8	9	2	9	4	4	2		3.68
vardas5023		pavarde5023		4	2	6	10	3	9	4	5	8	7	4	3	1	2	4	6	10	2	2	3	8		6.7
vardas5024		pavarde5024		5	3	8	6	10	2	2	7	2	8	5	7	3	3	6	2	7	9	8	7	6		5.8
vardas5025		pavarde5025		9	10	3	1	6	7	7	3	8	8	5	7	4	10	1	6	2	10	5	8	6		6
vardas5026		pavarde5026		4	9	5	3	10	5	1	4	2	6	1	8	8	2	8	2	7	3	1	3	6		5.44
vardas5027		pavarde5027		3	2	10	10	10	9	6	8	7	1	9	9	9	8	7	3	7	2	3	4	9		7.94
vardas5028		pavarde5028		2	10	10	5	1	6	7	1	4	3	10	9	6	1	3	4	10	6	2	6	2		3.32
vardas5029		pavarde5029		8	1	1	3	7	4	4	10	1	4	1	9	4	10	2	8	7	5	10	4	4		4.46
vardas5030		pavarde5030		6	5	1	6	2	1	10	3	2	4	5	8	6	5	8	2	5	4	7	8	7		6.16
vardas5031		pavarde5031		7	8	9	5	9	8	10	2	2	4	4	3	2	6	1	1	4	7	3	5	10		8
vardas5032		pavarde5032		2	10	1	10	5	7	7	3	4	7	5	5	7	9	2	3	8	1	10	1	2		3.34
vardas5033		pavarde5033		2	2	7	1	7	7	5	1	10	3	3	3	10	8	6	6	8	3	6	1	6		5.58
vardas5034		pavarde5034		9	7	1	7	8	2	2	8	3	8	1	10	2	4	1	8	5	7	6	1	5		5
vardas5035		pavarde5035		6	10	1	7	8	2	1	3	6	7	9	7	1	9	4	10	2	4	4	2	3		3.86
vardas5036		pavarde5036		3	3	8	2	6	1	1	7	4	6	1	2	8	4	4	5	8	7	2	5	8		6.54
vardas5037		pavarde5037		8	8	9	5	7	6	6	8	5	10	5	4	10	3	4	5	2	10	7	6	6		6.16
vardas5038		pavarde5038		8	3	9	5	4	2	9	10	10	4	10	7	9	5	10	1	8	9	5	4	8		7.44
vardas5039		pavarde5039		9	4	3	9	3	3	10	10	1	7	1	8	4	6	5	6	7	2	1	5	6		5.68
vardas5040		pavarde5040		1	4	5	9	7	2	5	5	1	7	9	3	2	7	9	9	6	5	9	4	5		5.18
vardas5041		pavarde5041		10	4	5	9	7	6	1	3	3	9	6	4	8	2	7	9	9	10	5	4	3		4.22
vardas5042		pavarde5042		9	10	5	7	4	5	8	6	9	2	10	1	6	1	5	2	7	8	9	3	2		3.54
vardas5043		pavarde5043		8	1	9	7	2	8	8	6	2	10	1	1	1	2	6	8	5	6	1	3	7		6.1
vardas5044		pavarde5044		4	3	9	5	9	6	8	3	2	9	1	9	3	7	7	5	5	8	2	9	5		5.28
vardas5045		pavarde5045		8	5	10	3	8	7	9	10	5	9	10	4	9	1	4	8	4	1	5	4	6		6.08
vardas5046		pavarde5046		6	8	7	10	9	1	4	9	3	3	4	9	5	4	6	9	3	8	3	8	2		3.58
vardas5047		pavarde5047		2	9	6	9	6	10	1	10	2	8	5	10	3	3	10	8	2	3	10	2	3		4.18
vardas5048		pavarde5048		2	8	6	7	2	5	3	2	9	10	2	8	6	2	3	7	3	8	4	7	6		5.68
vardas5049		pavarde5049		5	7	6	4	2	10	5	6	1	2	8	2	5	9	2	7	6	5	8	10	10		8.2
vardas5050		pavarde5050		4	8	9	3	5	3	1	9	10	10	5	1	7	2	8	2	9	3	3	1	3		3.86
vardas5051		pavarde5051		10	2	5	9	4	9	3	1	1	6	8	9	8	2	8	2	2	1	10	6	5		5.12
vardas5052		pavarde5052		4	2	7	8	3	10	3	9	1	10	6	2	9	2	2	10	1	8	2	1	9		7.4
vardas5053		pavarde5053		9	8	2	4	3	5	4	3	3	1	2	9	5	1	4	10	8	3	1	7	8		6.64
vardas5054		pavarde5054		3	3	9	6	7	6	2	7	8	1	7	3	1	10	8	4	9	9	7	5	1		2.9
vardas5055		pavarde5055		9	6	1	7	9	7	6	6	10	7	2	7	8	8	9	2	8	8	3	6	3		4.38
vardas5056		pavarde5056		8	2	1	4	5	1	2	7	6	6	1	2	2	10	6	6	7	7	4	1	10		7.76
vardas5057		pavarde5057		9	4	8	8	2	5	5	6	3	3	4	6	3	10	3	10	9	2	7	7	5		5.28
vardas5058		pavarde5058		3	1	7	9	5	9	7	7	3	9	7	1	6	4	9	7	9	7	5	3	9		7.76
vardas5059		pavarde5059		6	7	7	6	5	4	5	7	4	8	10	5	10	5	3	8	7	4	8	3	2		3.64
vardas5060		pavarde5060		10	4	6	8	7	1	9	4	1	2	8	1	10	5	4	8	2	3	5	5	8		6.86
vardas5061		pavarde5061		6	10	7	6	1	3	3	5	1	1	4	10	1	2	2	7	8	7	9	8	10		8.02
vardas5062		pavarde5062		10	2	10	8	7	1	9	10	6	1	3	9	5	2	1	4	8	3	1	7	4		4.54
vardas5063		pavarde5063		3	2	9	8	1	8	7	8	10	5	9	3	2	5	10	7	10	7	3	9	10		8.52
vardas5064		pavarde5064		10	8	6	3	3	8	1	7	3	6	1	6	3	5	8	6	9	6	10	3	4		4.64
vardas5065		pavarde5065		6	10	6	2	3	7	1	2	4	5	2	10	5	1	5	2	4	2	2	5	9		7.08
vardas5066		pavarde5066		6	1	2	10	4	5	6	6	10	1	1	9	4	4	1	3	1	3	6	5	2		2.96
vardas5067		pavarde5067		6	9	2	2	1	1	5	4	9	9	4	4	5	3	5	5	8	3	9	8	3		3.84
vardas5068		pavarde5068		9	2	5	1	9	6	9	1	2	1	8	1	1	7	7	2	1	7	3	10	1		2.44
vardas5069		pavarde5069		6	4	6	3	9	6	3	7	6	1	5	8	5	4	7	1	7	2	4	9	8		6.86
vardas5070		pavarde5070		7	7	3	5	9	2	1	10	1	8	2	7	1	9	5	10	1	3	8	8	4		4.54
vardas5071		pavarde5071		1	7	5	10	8	2	8	2	9	1	10	1	5	4	1	10	5	9	3	2	8		6.86
vardas5072		pavarde5072		9	6	10	6	6	8	9	8	9	10	2	10	8	10	5	9	6	10	5	9	8		7.9
vardas5073		pavarde5073		1	9	8	8	3	6	5	9	3	4	9	1	3	7	6	4	7	6	3	10	6		5.84
vardas5074		pavarde5074		1	8	1	7	9	4	5	6	1	1	1	3	3	2	6	6	8	5	2	5	8		6.48
vardas5075		pavarde5075		10	6	8	1	6	5	5	9	10	2	5	6	7	3	8	2	9	8	5	3	4		4.76
vardas5076		pavarde5076		2	3	10	7	1	1	1	6	1	4	7	7	5	4	1	2	8	4	3	4	1		2.22
vardas5077		pavarde5077		8	7	4	3	5	7	8	1	4	8	9	10	3	7	9	9	1	8	9	10	8		7.4
vardas5078		pavarde5078		6	4	1	4	8	9	6	9	10	9	5	10	4	6	1	9	6	5	5	5	6		6.04
vardas5079		pavarde5079		10	10	9	1	1	9	7	1	1	4	6	7	2	10	9	6	4	8	8	8	10		8.42
vardas5080		pavarde5080		8	10	3	7	6	6	9	8	3	2	2	3	1	1	6	2	8	3	7	6	9		7.42
vardas5081		pavarde5081		1	10	2	5	8	6	9	9	4	2	9	8	10	8	3	1	3	6	3	8	3		4.1
vardas5082		pavarde5082		1	5	4	2	3	6	8	2	9	4	7	7	9	3	10	3	6	9	8	9	3		4.1
vardas5083		pavarde5083		7	10	1	5	3	5	9	4	3	6	8	7	5	10	4	8	7	7	1	5	10		8.3
vardas5084		pavarde5084		9	3	3	2	3	8	8	7	2	1	5	7	2	4	1	8	6	7	5	8	5		4.98
vardas5085		pavarde5085		4	10	10	7	7	5	5	10	2	1	4	1	5	7	9	5	4	10	4	5	9		7.7
vardas5086		pavarde5086		10	7	2	6	5	8	4	4	6	7	2	6	9	1	6	9	2	4	2	1	9		7.42
vardas5087		pavarde5087		6	9	2	3	8	3	2	7	10	7	5	1	3	7	5	10	2	5	10	8	10		8.26
vardas5088		pavarde5088		2	8	1	2	4	2	6	10	2	9	9	5	3	3	10	5	8	7	8	1	2		3.3
vardas5089		pavarde5089		10	5	7	5	9	10	3	10	9	2	3	4	8	2	9	6	6	2	8	3	1		3.02
vardas5090		pavarde5090		5	10	10	5	7	6	1	2	7	5	1	2	5	1	7	8	5	3	1	1	9		7.24
vardas5091		pavarde5091		1	6	10	6	10	5	8	5	4	6	10	4	1	7	8	6	2	3	10	1	6		5.86
vardas5092		pavarde5092		4	8	8	5	1	8	4	8	1	2	1	10	6	8	6	9	3	9	6	5	9		7.64
vardas5093		pavarde5093		4	9	7	4	4	5	10	1	1	5	4	6	6	8	9	2	9	9	9	7	4		4.78
vardas5094		pavarde5094		6	8	6	8	4	6	7	8	8	3	8	8	8	5	4	3	9	2	9	6	1		3.12
vardas5095		pavarde5095		6	1	1	1	2	2	2	9	3	7	6	5	8	7	5	6	6	2	5	9	3		3.66
vardas5096		pavarde5096		3	10	8	6	9	3	1	4	10	3	5	8	8	9	2	6	1	3	6	9	10		8.28
vardas5097		pavarde5097		9	10	4	4	3	9	9	7	3	6	9	1	6	4	9	2	9	2	3	10	2		3.58
vardas5098		pavarde5098		10	7	2	2	6	8	10	1	2	1	3	1	4	6	6	8	5	9	4	6	8		6.82
vardas5099		pavarde5099		4	1	5	6	9	4	4	9	7	8	4	5	4	3	2	8	2	3	4	3	6		5.5
vardas5100		pavarde5100		2	8	1	10	8	8	4	6	8	10	2	7	3	2	7	1	6	4	10	4	4		4.62
vardas5101		pavarde5101		9	3	5	2	7	3	7	9	9	5	4	6	9	3	6	2	3	3	4	1	4		4.4
vardas5102		pavarde5102		7	3	4	10	1	5	9	1	1	1	1	4	1	7	1	4	10	3	2	6	2		2.82
vardas5103		pavarde5103		1	9	7	2	2	2	7	2	5	5	10	6	4	9	8	1	3	3	5	9	4		4.4
vardas5104		pavarde5104		1	5	2	9	5	9	5	1	3	5	9	4	9	2	5	8	6	3	4	1	1		2.52
vardas5105		pavarde5105		4	5	7	2	9	6	3	10	4	4	5	8	1	7	10	10	6	9	4	6	2		3.6
vardas5106		pavarde5106		9	3	7	4	10	5	3	1	6	1	5	9	3	4	2	4	6	8	2	2	1		2.48
vardas5107		pavarde5107		4	9	9	10	5	9	9	3	9	9	3	4	4	10	4	4	5	6	8	8	6		6.24
vardas5108		pavarde5108		10	1	5	3	6	10	2	1	2	2	2	6	5	2	10	9	6	8	5	4	6		5.58
vardas5109		pavarde5109		4	2	9	5	3	8	9	3	7	6	4	6	9	10	7	3	7	5	10	1	4		4.76
vardas5110		pavarde5110		1	7	4	4	2	3	6	9	4	5	4	4	4	3	9	3	10	1	2	9	3		3.68
vardas5111		pavarde5111		5	9	9	6	5	3	3	7	9	4	9	10	7	9	3	9	8	10	6	7	4		5.16
vardas5112		pavarde5112		7	8	7	2	9	4	8	7	9	6	5	4	3	8	8	8	10	4	1	2	10		8.4
vardas5113		pavarde5113		8	9	1	9	3	6	5	2	7	8	6	9	6	8	1	1	9	6	4	4	2		3.44
vardas5114		pavarde5114		10	3	2	8	9	9	1	9	8	2	8	3	9	6	2	2	2	1	1	3	9		7.36
vardas5115		pavarde5115		8	3	8	3	9	4	3	2	7	4	2	2	3	6	9	4	8	4	6	8	9		7.46
vardas5116		pavarde5116		5	6	10	1	3	8	3	8	5	3	3	2	1	1	5	8	4	6	6	4	7		6.04
vardas5117		pavarde5117		8	3	4	9	5	3	2	6	6	4	7	3	2	10	7	2	10	2	9	3	4		4.5
vardas5118		pavarde5118		10	3	6	6	3	3	10	7	6	6	5	1	9	8	5	5	1	1	5	8	3		3.96
vardas5119		pavarde5119		8	2	9	8	6	10	7	10	8	3	3	9	10	1	1	8	6	9	9	1	5		5.56
vardas5120		pavarde5120		6	6	2	10	9	5	5	1	6	4	5	4	9	3	6	9	5	2	5	9	4		4.62
vardas5121		pavarde5121		6	6	5	9	3	7	5	9	7	7	1	9	5	3	4	2	10	4	2	10	2		3.48
vardas5122		pavarde5122		8	8	9	7	5	8	6	1	10	4	1	8	9	8	3	3	2	10	4	9	3		4.26
vardas5123		pavarde5123		4	3	10	3	6	9	4	6	7	3	4	6	4	1	7	4	9	2	10	1	6		5.66
vardas5124		pavarde5124		6	6	6	6	4	3	9	1	10	2	10	8	4	7	8	6	5	5	1	7	4		4.68
vardas5125		pavarde5125		1	10	6	4	5	2	3	9	3	10	3	10	1	10	8	5	5	5	6	4	8		7
vardas5126		pavarde5126		10	3	10	6	8	3	10	7	5	1	3	1	4	1	7	5	2	2	3	1	6		5.44
vardas5127		pavarde5127		10	8	9	3	1	1	2	7	6	3	9	6	3	8	2	2	5	9	10	10	4		4.68
vardas5128		pavarde5128		6	2	3	1	5	6	10	7	1	2	4	1	1	4	9	2	6	2	10	5	6		5.34
vardas5129		pavarde5129		8	7	10	4	5	5	9	9	1	4	4	6	3	7	7	5	1	7	9	4	7		6.5
vardas5130		pavarde5130		3	8	7	2	1	2	2	9	7	2	9	4	9	6	1	2	9	10	9	2	4		4.48
vardas5131		pavarde5131		5	2	4	5	2	9	9	4	1	6	9	1	3	8	2	3	9	3	1	5	2		3.02
vardas5132		pavarde5132		8	10	2	1	10	2	1	5	8	8	2	8	6	4	4	7	8	4	8	4	1		2.8
vardas5133		pavarde5133		1	2	4	8	7	5	6	10	1	4	1	6	6	2	10	8	6	7	6	8	5		5.16
vardas5134		pavarde5134		4	3	3	4	5	10	8	1	4	2	5	4	5	6	7	8	1	7	8	9	10		8.08
vardas5135		pavarde5135		3	3	9	9	5	2	3	4	4	1	7	10	3	2	8	6	3	1	5	1	8		6.58
vardas5136		pavarde5136		2	10	6	8	5	2	10	5	1	10	1	9	9	5	1	9	1	4	9	5	9		7.64
vardas5137		pavarde5137		7	7	10	2	9	7	10	1	1	3	4	1	4	1	2	5	4	1	10	4	8		6.66
vardas5138		pavarde5138		9	10	7	1	3	7	9	1	8	3	2	8	7	10	1	9	5	2	2	9	4		4.66
vardas5139		pavarde5139		1	2	9	8	4	5	6	3	3	7	2	4	2	6	6	1	6	10	5	7	4		4.34
vardas5140		pavarde5140		4	2	7	8	2	1	1	1	4	6	6	3	3	1	7	2	7	10	5	8	2		2.96
vardas5141		pavarde5141		5	8	3	1	3	10	9	6	6	6	10	1	6	3	7	2	1	3	9	6	10		8.1
vardas5142		pavarde5142		2	9	3	7	6	7	4	7	10	3	5	7	6	7	7	8	3	6	8	5	5		5.4
vardas5143		pavarde5143		2	3	6	7	3	8	4	8	10	7	2	4	3	9	7	2	6	1	4	1	4		4.34
vardas5144		pavarde5144		6	4	6	1	6	3	4	4	9	8	2	10	7	2	9	7	5	3	1	10	5		5.14
vardas5145		pavarde5145		5	10	4	6	6	9	1	7	8	8	10	5	6	10	1	2	10	1	6	5	7		6.6
vardas5146		pavarde5146		9	2	8	4	4	3	10	1	6	2	2	10	2	1	1	3	4	9	8	6	3		3.7
vardas5147		pavarde5147		5	5	1	1	6	1	6	5	7	9	9	4	9	10	5	7	1	3	8	10	10		8.24
vardas5148		pavarde5148		6	10	2	2	3	5	3	3	9	9	6	4	6	2	4	1	7	8	9	10	3		3.98
vardas5149		pavarde5149		8	9	6	6	7	10	2	7	9	3	7	9	2	9	5	4	10	10	3	8	2		3.88
vardas5150		pavarde5150		2	7	10	5	4	2	10	10	1	9	6	4	7	2	8	7	3	8	4	10	6		5.98
vardas5151		pavarde5151		8	5	2	5	10	4	4	1	8	2	8	10	1	9	7	2	7	3	3	7	4		4.52
vardas5152		pavarde5152		8	7	8	1	6	10	4	9	2	8	6	6	6	10	9	2	5	1	3	4	8		7.1
vardas5153		pavarde5153		6	10	6	4	7	3	9	4	4	1	10	8	8	2	8	4	4	9	3	10	2		3.6
vardas5154		pavarde5154		1	4	4	5	2	1	5	10	3	7	5	3	2	10	8	5	6	6	3	5	5		4.9
vardas5155		pavarde5155		3	3	6	6	6	6	6	5	5	10	6	4	8	3	3	2	6	5	3	2	3		3.76
vardas5156		pavarde5156		6	8	2	2	1	5	8	5	5	8	5	6	7	2	6	3	8	4	7	8	7		6.32
vardas5157		pavarde5157		2	5	9	7	1	2	6	10	3	7	5	9	3	5	9	1	5	2	8	8	8		6.94
vardas5158		pavarde5158		5	8	2	10	6	7	3	7	2	1	1	6	7	5	10	4	3	9	3	2	9		7.42
vardas5159		pavarde5159		10	1	1	1	9	2	8	6	3	5	6	8	10	10	4	9	10	10	2	5	3		4.2
vardas5160		pavarde5160		3	2	4	8	5	8	7	9	8	2	8	7	7	7	4	7	5	5	2	5	4		4.66
vardas5161		pavarde5161		7	9	6	1	3	9	10	9	2	4	4	1	10	7	2	8	4	5	2	6	4		4.58
vardas5162		pavarde5162		2	3	2	7	4	10	7	10	8	8	8	6	8	7	6	1	10	1	2	4	5		5.28
vardas5163		pavarde5163		10	9	3	8	10	2	6	2	9	1	8	6	9	10	6	8	8	6	2	8	10		8.62
vardas5164		pavarde5164		7	7	1	3	1	9	3	9	10	2	2	8	5	8	2	1	6	9	9	1	6		5.66
vardas5165		pavarde5165		8	8	1	4	1	2	9	10	4	7	9	3	6	3	4	9	9	3	1	9	2		3.4
vardas5166		pavarde5166		10	6	7	8	4	1	8	3	5	7	5	9	1	10	2	9	6	3	9	2	2		3.5
vardas5167		pavarde5167		6	1	8	4	4	6	10	8	8	4	10	6	4	2	2	8	9	8	7	6	5		5.42
vardas5168		pavarde5168		7	7	5	4	3	6	2	2	8	1	1	4	5	2	6	10	10	5	10	2	2		3.2
vardas5169		pavarde5169		1	9	7	1	10	9	7	5	7	5	10	1	8	10	8	4	3	7	9	7	3		4.36
vardas5170		pavarde5170		6	5	7	2	4	1	3	8	2	6	6	6	1	9	4	2	3	2	6	3	10		7.72
vardas5171		pavarde5171		6	6	3	10	9	9	1	8	5	7	4	9	2	8	5	1	3	8	5	6	9		7.7
vardas5172		pavarde5172		2	1	1	9	4	3	10	7	3	3	10	1	4	8	6	8	2	9	1	4	9		7.32
vardas5173		pavarde5173		6	3	7	5	2	2	10	8	2	4	6	9	10	7	9	4	6	9	9	3	9		7.82
vardas5174		pavarde5174		4	5	4	8	8	8	10	6	10	6	5	4	2	9	9	7	2	6	1	6	8		7.2
vardas5175		pavarde5175		6	4	1	7	4	8	3	4	8	4	4	4	5	3	7	6	5	6	1	2	10		7.84
vardas5176		pavarde5176		9	2	6	9	1	3	9	7	6	8	4	6	10	5	1	2	10	8	6	6	6		5.96
vardas5177		pavarde5177		8	5	9	2	8	9	5	9	2	5	9	4	2	2	5	9	8	8	4	4	6		5.94
vardas5178		pavarde5178		1	5	2	10	3	7	4	7	2	10	3	3	2	6	6	7	10	9	9	4	10		8.2
vardas5179		pavarde5179		8	6	7	10	2	6	10	8	9	7	2	3	8	6	10	4	3	3	8	6	10		8.52
vardas5180		pavarde5180		2	5	7	9	3	9	7	10	7	1	4	7	10	10	5	3	7	10	6	4	2		3.72
vardas5181		pavarde5181		2	8	4	9	4	5	2	7	2	9	5	8	5	3	7	3	3	4	6	9	3		3.9
vardas5182		pavarde5182		5	9	2	8	7	5	5	4	1	7	7	9	10	6	2	10	1	1	7	10	3		4.12
vardas5183		pavarde5183		3	5	2	1	2	8	8	5	9	9	10	3	5	2	5	3	2	9	7	7	7		6.3
vardas5184		pavarde5184		4	1	9	9	7	5	4	7	3	7	8	4	10	1	5	4	9	1	3	1	6		5.64
vardas5185		pavarde5185		6	3	6	2	1	6	5	3	9	8	4	2	1	3	6	6	6	1	6	2	9		7.12
vardas5186		pavarde5186		5	1	5	6	1	6	2	5	5	5	7	3	8	1	1	10	8	8	9	3	4		4.38
vardas5187		pavarde5187		6	2	7	7	10	4	3	2	9	5	2	9	2	7	8	6	10	5	9	8	3		4.22
vardas5188		pavarde5188		2	6	7	10	10	2	8	6	1	6	9	5	10	8	2	2	2	5	9	2	2		3.44
vardas5189		pavarde5189		7	9	10	8	3	2	9	3	2	1	8	1	10	6	4	7	10	5	3	10	2		3.56
vardas5190		pavarde5190		3	9	5	3	6	10	9	8	2	9	1	5	2	5	4	6	3	6	6	1	4		4.46
vardas5191		pavarde5191		10	1	4	1	6	4	4	6	1	4	4	1	9	10	1	1	9	6	4	5	7		6.02
vardas5192		pavarde5192		8	8	6	4	3	3	8	7	9	3	9	6	7	1	3	6	5	5	6	4	5		5.22
vardas5193		pavarde5193		7	6	4	1	5	6	3	10	4	9	9	1	3	4	4	9	10	2	2	10	3		3.98
vardas5194		pavarde5194		8	1	8	1	4	7	6	10	8	9	10	6	3	8	8	6	3	7	2	1	6		5.92
vardas5195		pavarde5195		3	1	10	8	7	3	8	2	9	3	4	1	3	1	5	9	2	4	7	7	10		7.94
vardas5196		pavarde5196		3	8	4	6	7	8	4	5	8	4	2	2	6	10	6	4	8	8	10	2	8		7.1
vardas5197		pavarde5197		7	2	2	1	3	9	8	4	8	2	1	6	2	5	1	10	3	3	10	7	7		6.08
vardas5198		pavarde5198		4	10	7	1	1	7	7	6	10	4	1	5	1	6	1	2	7	7	6	7	9		7.4
vardas5199		pavarde5199		4	4	8	10	5	9	8	10	5	4	10	10	5	6	7	3	10	9	5	2	2		3.88
vardas5200		pavarde5200		6	3	8	3	1	1	2	7	2	9	10	10	3	6	6	8	1	7	7	10	10		8.2
vardas5201		pavarde5201		8	1	8	10	10	8	2	7	1	1	7	6	9	9	10	7	7	2	1	2	1		2.92
vardas5202		pavarde5202		2	1	9	5	5	1	10	5	2	1	3	10	6	5	8	4	3	8	10	8	5		5.12
vardas5203		pavarde5203		2	5	6	1	10	2	7	2	1	8	5	6	2	5	3	7	5	10	5	10	7		6.24
vardas5204		pavarde5204		3	2	9	5	10	10	6	6	5	1	4	1	4	7	8	5	8	7	4	2	3		3.94
